web-scraper-order,web-scraper-start-url,post,post-href,date,content,image-src
"1523237203-319","https://doublelist.com/view/boston/cw4m/","Divorced mom SeekS Fuck buddy","https://doublelist.com/ads/793342935.html","04/07/2018","I'm ready for any and everything, I love having fun need someone to come play with my ass. Hwp, ddf, you be too. i can host or u . really horny and very serious so hit me up soon i am free all day lets do this.",""
"1523237048-288","https://doublelist.com/view/boston/cw4m/","blondie next door come explore host travel","https://doublelist.com/ads/618579327.html","04/06/2018","Satisfaction is always guaranteed bet your bottom dollar i got what ever it is you need the question is do you have what it takes cause i'm only an email away and your day can get a hole lot better i promise... Drug free so please don't ask",""
"1523237328-344","https://doublelist.com/view/boston/cw4m/","ISO old men, big cock for car fun","https://doublelist.com/ads/378805175.html","04/07/2018","cute 28/f here looking for quick car fun with much older men (50 plus) with a big cock. maybe fuck... no games just quick anonymous fun be near the seekonk area",""
"1523237248-328","https://doublelist.com/view/boston/cw4m/","Love talking and sex dirty","https://doublelist.com/ads/287230871.html","04/07/2018","Hey. I'm looking for a strong sexy man that fulfill the needs I don't get at home.Reply to Looking for some afternoon delight. I cannot host. Your pic gets mine.............

only text me nine eight four three five five zero eight four one",""
"1523237273-333","https://doublelist.com/view/boston/cw4m/","Young Inexperienced girl....I'll host..!!","https://doublelist.com/ads/851409304.html","04/06/2018","Hey(: looking to please(: I have 36D, and I'm a white young girl.I'm honest and also a straight forward sorta person. I can host. Hit me up for details and pictures.",""
"1523237303-339","https://doublelist.com/view/boston/cw4m/","Gangbang me","https://doublelist.com/ads/426622790.html","04/06/2018","Looking for guys serious inquiries  please be respectful",""
"1523237183-315","https://doublelist.com/view/boston/cw4m/","NSA casual sex needed","https://doublelist.com/ads/284932716.html","04/07/2018","no strings. looking for a man with no desire for a relationship. over 25. never have had a blonde.",""
"1523237308-340","https://doublelist.com/view/boston/cw4m/","Picture and video taker","https://doublelist.com/ads/708735082.html","04/07/2018","Looking for someone to video. She's extremely sexy 28 years old incredibly body beautiful face. We tried making our own but can't get it right. Use our camera we will plan a night and get a nice hotel.",""
"1523237278-334","https://doublelist.com/view/boston/cw4m/","25 y/r_woman wants clean ndiscreet sex","https://doublelist.com/ads/636825720.html","04/07/2018","I am 25 old woman  wants clean discreet  sex with a married or single man. Nothing  complicated, just friendship and sex.Would love to play tonight and can trav. Text me now.",""
"1523237288-336","https://doublelist.com/view/boston/cw4m/","Sexy young female looking~~!","https://doublelist.com/ads/393619608.html","04/07/2018","I'm looking for someone attractive to spend time with and hoping for passion and chemistry respond w pic age and location.","https://doublelist.com/photos/13101/"
"1523237333-345","https://doublelist.com/view/boston/cw4m/","Irish Italian Princess","https://doublelist.com/ads/880475148.html","04/08/2018","Good girl with dangerous curves. Oral and more if things go well","https://doublelist.com/photos/22078/"
"1523237098-298","https://doublelist.com/view/boston/cw4m/","fun sexxy bbw..","https://doublelist.com/ads/328663496.html","04/07/2018","Hey there. If you're looking to have some fun with a chocolate bbw then i'm your girl. I love to have fun and am eager to please.",""
"1523237293-337","https://doublelist.com/view/boston/cw4m/","Unhappy single Mom Need real Pussy","https://doublelist.com/ads/880319723.html","04/07/2018","hello,,
I am 28 yrs old divorce & looking for a fun sexy guy who also likes to have fun. Just fwb nothing serious.",""
"1523237063-291","https://doublelist.com/view/boston/cw4m/","bj for hot guy","https://doublelist.com/ads/598241972.html","04/07/2018","Looking to suck a gl young or hot guy off this tonight. I'm hosting at the tropicana casino, come to my room drop your pants and i'll suck you off. Be in decent shape send your details and picture.",""
"1523237238-326","https://doublelist.com/view/boston/cw4m/","big dick inside me","https://doublelist.com/ads/712083419.html","04/06/2018","I'm wet and need a big dick inside me.. make me moan and call out your name. I can ride your dick hard and go for hours. No little boys, I need a man.","https://doublelist.com/photos/10698/"
"1523237053-289","https://doublelist.com/view/boston/cw4m/","bored lonely...cheer me up","https://doublelist.com/ads/899991274.html","04/07/2018","Hot, young dirty blond with nothin to do.... I need someone to keep me company at my place, or i can come to your place 

i'm a lot of fun and open minded so couples, fetish friendly, welcome. Let's make this happen asap 
can't wait",""
"1523237298-338","https://doublelist.com/view/boston/cw4m/","29 yr Hispanic Single Mother Want Oral Fun","https://doublelist.com/ads/623696009.html","04/06/2018","I'm 29yr Hispanic will be great to him and searching for a man ready to be great in the event that you ask me. I want someone who will just fill up me during intercourse. I am light epidermis, thin and appealing enough. For or today looking tonight. I am able to web host or appear to your place.",""
"1523237118-302","https://doublelist.com/view/boston/cw4m/","let me suck you dry at my glory hole","https://doublelist.com/ads/398506906.html","04/07/2018","Who needs some head. I'm ready to suck you dry. Lets do this now. Watch porn bust a nut or two then go send a face pic for the address.",""
"1523237103-299","https://doublelist.com/view/boston/cw4m/","i wanna ply","https://doublelist.com/ads/375949082.html","04/07/2018","I wanna play and have some fun tonight i got fat ass and i wannna be fucked good and my boyfriend watch email me",""
"1523237028-284","https://doublelist.com/view/boston/cw4m/","attached unsatisfied 24yr old bbw.","https://doublelist.com/ads/460009253.html","04/07/2018","Hi i'm looking for a cool younger guy into small bbw's. I'm currently in a happy 5yr lesbian relationship but unfortunately i haven't been pleased in awhile. I'd rather not add a photo on here. However if you're interested enail me and we can exchange pictures and info.",""
"1523237353-349","https://doublelist.com/view/boston/cw4m/","All you Need in Your Life","https://doublelist.com/ads/329567238.html","null","Ad is expired or deleted",""
"1523237128-304","https://doublelist.com/view/boston/cw4m/","greek feast","https://doublelist.com/ads/514998928.html","04/07/2018","Hey guys, i have a great personality and i'm easygoing, i'm wanting greek if you know what i mean but all tunnels open, dont be shy

kik cavvir28",""
"1523237208-320","https://doublelist.com/view/boston/cw4m/","Married fooooooooooor Married","https://doublelist.com/ads/360521031.html","04/07/2018","Hey,,
I'm looking for a man that enjoys the company of a woman. Someone who can text. Get to know each other and see where things go. I love kissing! Cuddling! Romance is good!",""
"1523237058-290","https://doublelist.com/view/boston/cw4m/","mature curvy and sweet brunette","https://doublelist.com/ads/235664208.html","04/07/2018","Hi guys. All natural curves. Nothing fake. Real pics. We can meet up quick or we can go out to dinner etc.. I come to your hotel or home. You host lots of spam on here so watch out. Message me and i'll respond",""
"1523237233-325","https://doublelist.com/view/boston/cw4m/","Discreet affair","https://doublelist.com/ads/793636152.html","04/07/2018","I am looking for a professional, well-spoken married man whose relationship at home lacks intimacy and passion. I can be a girlfriend to you, but I have no desire for a real relationship.",""
"1523237258-330","https://doublelist.com/view/boston/cw4m/","Mutual oral mom!!","https://doublelist.com/ads/752924144.html","04/07/2018","Up for discreet car play or I can host. Either way, as soon as we meet you whip out your hard cock without any words and I start sucking while you play with my tits and pussy. It's a plus if you're verbal. You come wherever you'd like and leave. I'm ddf and clean, you be too. Looking for today or some night this week. Include a pic",""
"1523237148-308","https://doublelist.com/view/boston/cw4m/","right now","https://doublelist.com/ads/899886675.html","04/07/2018","Please be serious and respectful when contacting me please. No games.. No drama plz",""
"1523237093-297","https://doublelist.com/view/boston/cw4m/","available now","https://doublelist.com/ads/695454775.html","04/07/2018","Hey boo come over im new to your area 420 friendly sexy young latina no drama super kinky",""
"1523237253-329","https://doublelist.com/view/boston/cw4m/","I'm looking to suck and ride a big cock maybe more","https://doublelist.com/ads/321944942.html","04/07/2018","I'm looking to host or travel a athletic in shape discreet NSA guy tonight. I'm looking to suck and ride a big cock. I'm so horny mother.I'm looking to suck and ride a big cock maybe more if we click.Looking for some fun today .",""
"1523237158-310","https://doublelist.com/view/boston/cw4m/","rica latinas","https://doublelist.com/ads/183182219.html","04/07/2018","hello i'm new in town. If you like what you see then don t hesitate to give me a call... I promise you won't regret it it's really me in the photo baby",""
"1523237348-348","https://doublelist.com/view/boston/cw4m/","Cuddle Bunny Petite","https://doublelist.com/ads/429071915.html","null","Ad is expired or deleted",""
"1523237088-296","https://doublelist.com/view/boston/cw4m/","let me suck you dry at my glory hole","https://doublelist.com/ads/845657250.html","04/06/2018","Private glory hole open tonight. No strings just watch porn bust a nut or two then go. Send a pic for the address please be under 40.",""
"1523237138-306","https://doublelist.com/view/boston/cw4m/","lick fun what do you enjoy","https://doublelist.com/ads/407072980.html","04/06/2018","i am a married woman but not getting what i need at home. Hoping to find a guy in the same situation. No strings. No drama. Just safe discreet fun..... If you interested.",""
"1523237318-342","https://doublelist.com/view/boston/cw4m/","","https://doublelist.com/ads/437677623.html","04/07/2018","Hello my name is Hazel you can call me honey","https://doublelist.com/photos/18024/"
"1523237168-312","https://doublelist.com/view/boston/cw4m/","Let’s meet Tuesday !","https://doublelist.com/ads/683266294.html","04/07/2018","Looking for WM 35+ to host a younger WF in or around Lowell. 

DDF, safe, clean, respectful & drama free!

Feel free to reply with any questions you may have if you’re above 35 & able to host!!",""
"1523237043-287","https://doublelist.com/view/boston/cw4m/","roleplay with me","https://doublelist.com/ads/762141450.html","04/06/2018","I will be whoever you want me to be. Tell me your little hidden fantasy and then we can act it out. Please view my pictures for info and know what you want before.... Unfortunatly i can only come to u",""
"1523237198-318","https://doublelist.com/view/boston/cw4m/","Fuck Buddy","https://doublelist.com/ads/464372209.html","04/07/2018","Hey guys married hot piece of ass looking for someone to give it to me good. Man works out of town all week.",""
"1523237133-305","https://doublelist.com/view/boston/cw4m/","night wthe puertorican princess","https://doublelist.com/ads/639980724.html","04/07/2018","Spend the night with your dream girl. Beautiful long curly hair. 5 2' petite figure and down for all your wildest fantasies. Reply with your picture and ideal night...",""
"1523237323-343","https://doublelist.com/view/boston/cw4m/","Offering oral 420 girl","https://doublelist.com/ads/285720341.html","04/07/2018","I'm single, fun, white, fit, drama free female and am offering amazing oral pleasure. I love to suck and will make sure you orgasm at least twice if not more. I love to give oral pleasure. No reciprocation required. I'm safe, clean and trustworthy. I can host or visit. real and ready now.",""
"1523237143-307","https://doublelist.com/view/boston/cw4m/","classy blonde for gentleman","https://doublelist.com/ads/353501571.html","04/07/2018","Sweet treats for a real gentleman. I'm real and so are my pics so let's see what we can make happen. You must host. I drive myself and prefer discretion. Just tell me when",""
"1523237113-301","https://doublelist.com/view/boston/cw4m/","blonde","https://doublelist.com/ads/560349746.html","04/07/2018","Let's have some fun 

ready
ready 
ready

are you 
lets play to bring in the new year on a good note",""
"1523237108-300","https://doublelist.com/view/boston/cw4m/","39 yer horny mom son roleplay","https://doublelist.com/ads/605089163.html","04/07/2018","Hi, 
i'm sexy mom of one. I have the apartment to my self today and am looking to meet a guy any age or size and have some fun",""
"1523237213-321","https://doublelist.com/view/boston/cw4m/","etty girl with big tits","https://doublelist.com/ads/251863044.html","04/07/2018","I want to give a really wet blow job and swallow your cum. I can host. Pretty girl with big tits and a little meat on my bones. Looking to do this sometime today. .. . send your contract number.",""
"1523237073-293","https://doublelist.com/view/boston/cw4m/","come release now guys","https://doublelist.com/ads/295818287.html","04/07/2018","Hey baby come here and come see me here innmy room wanting you here so i can please your cock
foot fetishes anyone",""
"1523237263-331","https://doublelist.com/view/boston/cw4m/","White girl for bj over ..?","https://doublelist.com/ads/381930780.html","04/07/2018","I am a white girl looking for fun. I am looking for that guy that can please me. I will only do this in my home. Please be prepared to share your pics for mine",""
"1523237223-323","https://doublelist.com/view/boston/cw4m/","So bored","https://doublelist.com/ads/280308624.html","04/07/2018","Let's just sext. I'll send you videos I just want to see the end...just email me through here and send me a picture I'll send one back, if we are mutually attracted then cool.XO",""
"1523237268-332","https://doublelist.com/view/boston/cw4m/","Cum_on-my_pussyyyy","https://doublelist.com/ads/576452864.html","04/07/2018","I enjoy passionate kissing and touching, lots of oral. I have an obsession
with cum and your cock rubbing against my pussy until you cum on it-but with no penetration. text",""
"1523237283-335","https://doublelist.com/view/boston/cw4m/","fantasy is a older man","https://doublelist.com/ads/557920184.html","04/07/2018","I am mid thirties , beautiful and tattooed. I've been with a woman for 5 years. I really need a nice cock inside me. My fantasy is a older man to please me. I am down for mostly anything.",""
"1523237078-294","https://doublelist.com/view/boston/cw4m/","in my suite wht 21","https://doublelist.com/ads/630777572.html","04/07/2018","Hello are you ready to have an amazing night with a hot white girl that's ready to go no games just pure fun. Let's get this going",""
"1523237193-317","https://doublelist.com/view/boston/cw4m/","Unload a quick load inside me","https://doublelist.com/ads/596177232.html","04/07/2018","I want to be what you get with when you just need a bitch to hold down for a minute so you can drop a quick nut and be done
I'm white and drug free and on bc
who will cum inside me quick
Prefer rough bad boy type…",""
"1523237123-303","https://doublelist.com/view/boston/cw4m/","freaaky fridaay","https://doublelist.com/ads/612085338.html","04/08/2018","Independent, chocolate baby with a nice curvy body a nice round booty for you . Best rider you'll meet or shall i say know for my previous who know what it do . I live in a safe and clean community for us to enjoy each other . Txt me or call me for a hot messy night with me
 ever had katt that stays juicy the whole time p lips that feel like she kissing you back",""
"1523237178-314","https://doublelist.com/view/boston/cw4m/","UnHappy~!!~ free 3 seX","https://doublelist.com/ads/899068446.html","04/07/2018","I'm looking to have an ongoing affair with a discreet man. No feelings, just fun and sex.Will explain more once you message me !waiting for your message...replay",""
"1523237188-316","https://doublelist.com/view/boston/cw4m/","NSA casual sex needed","https://doublelist.com/ads/849013299.html","04/07/2018","i would like to meet a guy to have a no strings relationship. i live by myself so i am able to host you.",""
"1523237173-313","https://doublelist.com/view/boston/cw4m/","My wet curvy panties","https://doublelist.com/ads/140831509.html","04/07/2018","I'm out of work...

Getting bored.  Have any fantasies?  

Tell me...

Make me have to change my panties.",""
"1523237068-292","https://doublelist.com/view/boston/cw4m/","soft lips tight grip exotic model 4 you","https://doublelist.com/ads/449907294.html","04/07/2018","Alina
single adult model entertainer
if your having a hardtime finding company try me. Ablo espanol",""
"1523237313-341","https://doublelist.com/view/boston/cw4m/","Picture and video taker","https://doublelist.com/ads/296461137.html","04/06/2018","Looking for someone to video. She's extremely sexy 28 years old incredibly body beautiful face. We tried making our own but can't get it right. Use our camera we will plan a night and get a nice hotel.",""
"1523237228-324","https://doublelist.com/view/boston/cw4m/","I'm not enough% for my boyfriend","https://doublelist.com/ads/425805853.html","04/07/2018","I'm not enough for my boyfriend. I fuck and suck dick and do anal. Since he is looking to cheat maybe somebody would want me. I'm 22 and feeling really bad about myself because of him. .Send me your number.",""
